interaction_id,content,created_at,interaction_type,annonce_id,user_id
50131,,2024-12-30 13:29:57.09794,Click_annonce,5715,12398
50132,voiture collection,2024-12-30 13:29:57.129415,Search,5884,12398
50133,,2024-12-30 13:29:57.160589,Contact_user,4935,12398
50134,,2024-12-30 13:29:57.192444,Click_annonce,5512,12398
50135,,2024-12-30 13:29:57.224138,Contact_user,5773,12399
50136,,2024-12-30 13:29:57.255477,Click_annonce,6042,12399
50137,voiture première main,2024-12-30 13:29:57.290285,Search,5706,12399
50138,,2024-12-30 13:29:57.321531,Click_annonce,6042,12400
50139,berline familiale,2024-12-30 13:29:57.353553,Search,5475,12400
50140,,2024-12-30 13:29:57.384846,Click_annonce,5283,12400
50141,,2024-12-30 13:29:57.416387,Click_annonce,5645,12400
50142,,2024-12-30 13:29:57.447539,Click_annonce,5779,12400
50143,citadine hybride,2024-12-30 13:29:57.479425,Search,5149,12400
50144,,2024-12-30 13:29:57.51143,Contact_user,5598,12400
50145,,2024-12-30 13:29:57.543137,Click_annonce,4857,12400
50146,,2024-12-30 13:29:57.574537,Contact_user,4982,12400
50147,,2024-12-30 13:29:57.606066,Contact_user,5823,12400
50148,,2024-12-30 13:29:57.637713,Click_annonce,4946,12400
50149,citadine essence,2024-12-30 13:29:57.66903,Search,4964,12400
50150,,2024-12-30 13:29:57.700806,Contact_user,6044,12400
50151,moto petit budget,2024-12-30 13:29:57.732386,Search,6094,12401
50152,,2024-12-30 13:29:57.763967,Contact_user,5371,12401
50153,voiture neuve,2024-12-30 13:29:57.796607,Search,6111,12401
50154,,2024-12-30 13:29:57.829306,Click_annonce,5161,12401
50155,,2024-12-30 13:29:57.860807,Contact_user,6140,12401
50156,,2024-12-30 13:29:57.892293,Contact_user,5328,12401
50157,,2024-12-30 13:29:57.924592,Click_annonce,5276,12401
50158,van aménagé,2024-12-30 13:29:57.955918,Search,5346,12402
50159,,2024-12-30 13:29:57.98718,Click_annonce,5732,12402
50160,,2024-12-30 13:29:58.018667,Contact_user,5454,12402
50161,utilitaire grand volume,2024-12-30 13:29:58.050448,Search,5726,12402
50162,,2024-12-30 13:29:58.082145,Click_annonce,4969,12402
50163,berline automatique,2024-12-30 13:29:58.113937,Search,4951,12402
50164,,2024-12-30 13:29:58.145214,Contact_user,5889,12402
50165,véhicule commercial,2024-12-30 13:29:58.176514,Search,6256,12403
50166,,2024-12-30 13:29:58.208209,Click_annonce,5026,12403
50167,berline automatique,2024-12-30 13:29:58.239884,Search,5403,12403
50168,break diesel,2024-12-30 13:29:58.27125,Search,5348,12403
50169,voiture pas cher,2024-12-30 13:29:58.303108,Search,5260,12403
50170,,2024-12-30 13:29:58.334801,Click_annonce,5870,12403
50171,voiture pas cher,2024-12-30 13:29:58.366616,Search,5072,12404
50172,4x4 hybride,2024-12-30 13:29:58.398422,Search,5822,12404
50173,moto permis A2,2024-12-30 13:29:58.430326,Search,5042,12404
50174,,2024-12-30 13:29:58.465837,Contact_user,5842,12404
50175,4x4 essence,2024-12-30 13:29:58.497399,Search,6189,12404
50176,citadine électrique,2024-12-30 13:29:58.528811,Search,6098,12404
50177,,2024-12-30 13:29:58.560586,Click_annonce,5576,12404
50178,,2024-12-30 13:29:58.592134,Contact_user,5257,12404
50179,,2024-12-30 13:29:58.623649,Contact_user,5977,12404
50180,,2024-12-30 13:29:58.689024,Click_annonce,5214,12404
50181,,2024-12-30 13:29:58.7212,Contact_user,5212,12404
50182,camping car,2024-12-30 13:29:58.752687,Search,5611,12404
50183,voiture propre,2024-12-30 13:29:58.82779,Search,5823,12404
50184,,2024-12-30 13:29:58.859055,Contact_user,5826,12404
50185,moto custom,2024-12-30 13:29:58.890844,Search,5922,12404
50186,,2024-12-30 13:29:58.922407,Click_annonce,5826,12405
50187,,2024-12-30 13:29:58.954172,Click_annonce,6219,12405
50188,,2024-12-30 13:29:58.985595,Contact_user,5974,12405
50189,voiture première main,2024-12-30 13:29:59.017238,Search,4954,12405
50190,,2024-12-30 13:29:59.049635,Contact_user,5123,12405
50191,voiture boite auto,2024-12-30 13:29:59.081304,Search,5218,12405
50192,,2024-12-30 13:29:59.1128,Contact_user,5514,12405
50193,,2024-12-30 13:29:59.144531,Click_annonce,5294,12405
50194,,2024-12-30 13:29:59.176827,Contact_user,5729,12405
50195,voiture occasion,2024-12-30 13:29:59.212925,Search,6150,12405
50196,berline familiale,2024-12-30 13:29:59.244816,Search,6059,12405
50197,moto sportive,2024-12-30 13:29:59.275786,Search,5789,12405
50198,,2024-12-30 13:29:59.307364,Click_annonce,5423,12405
50199,,2024-12-30 13:29:59.338362,Click_annonce,5918,12405
50200,,2024-12-30 13:29:59.369864,Contact_user,5827,12405
50201,,2024-12-30 13:29:59.401665,Contact_user,4916,12406
50202,4x4 essence,2024-12-30 13:29:59.433656,Search,6083,12407
50203,,2024-12-30 13:29:59.467191,Contact_user,4957,12407
50204,voiture garantie,2024-12-30 13:29:59.4994,Search,5884,12407
50205,break familial,2024-12-30 13:29:59.534383,Search,5854,12407
50206,,2024-12-30 13:29:59.566542,Contact_user,5814,12407
50207,,2024-12-30 13:29:59.600348,Contact_user,6109,12407
50208,,2024-12-30 13:29:59.633106,Contact_user,6108,12407
50209,break diesel,2024-12-30 13:29:59.664516,Search,5577,12407
50210,,2024-12-30 13:29:59.69642,Click_annonce,5089,12407
50211,moto trail,2024-12-30 13:29:59.728705,Search,5289,12407
50212,,2024-12-30 13:29:59.760262,Click_annonce,6148,12407
50213,,2024-12-30 13:29:59.792578,Click_annonce,6215,12407
50214,,2024-12-30 13:29:59.824065,Contact_user,4959,12407
50215,,2024-12-30 13:29:59.855824,Click_annonce,6289,12407
50216,citadine électrique,2024-12-30 13:29:59.888069,Search,5602,12407
50217,coupé sport,2024-12-30 13:29:59.919304,Search,5963,12408
50218,voiture propre,2024-12-30 13:29:59.950451,Search,5462,12408
50219,moto sportive,2024-12-30 13:29:59.982041,Search,4966,12408
50220,break diesel,2024-12-30 13:30:00.013007,Search,4971,12408
50221,,2024-12-30 13:30:00.044743,Click_annonce,5685,12408
50222,,2024-12-30 13:30:00.076566,Click_annonce,5045,12408
50223,,2024-12-30 13:30:00.107943,Contact_user,5314,12408
50224,voiture première main,2024-12-30 13:30:00.140456,Search,6128,12408
50225,berline automatique,2024-12-30 13:30:00.171848,Search,5611,12408
50226,voiture pas cher,2024-12-30 13:30:00.203073,Search,5610,12408
50227,,2024-12-30 13:30:00.235011,Contact_user,5741,12408
50228,berline luxe,2024-12-30 13:30:00.266325,Search,6075,12408
50229,,2024-12-30 13:30:00.298148,Click_annonce,5156,12408
50230,camping car,2024-12-30 13:30:00.362274,Search,6062,12409
50231,,2024-12-30 13:30:00.394075,Click_annonce,5131,12409
50232,break familial,2024-12-30 13:30:00.425017,Search,5729,12409
50233,,2024-12-30 13:30:00.456591,Contact_user,5473,12409
50234,,2024-12-30 13:30:00.48989,Click_annonce,5357,12409
50235,,2024-12-30 13:30:00.521553,Click_annonce,5280,12409
50236,citadine électrique,2024-12-30 13:30:00.552948,Search,6215,12409
50237,,2024-12-30 13:30:00.584931,Contact_user,5669,12409
50238,voiture garantie,2024-12-30 13:30:00.616676,Search,5249,12409
50239,,2024-12-30 13:30:00.648604,Click_annonce,5924,12409
50240,,2024-12-30 13:30:00.680553,Click_annonce,4985,12409
50241,berline luxe,2024-12-30 13:30:00.712106,Search,5434,12409
50242,,2024-12-30 13:30:00.743662,Click_annonce,5790,12409
50243,,2024-12-30 13:30:00.774983,Contact_user,5513,12409
50244,,2024-12-30 13:30:00.806665,Click_annonce,6249,12409
50245,,2024-12-30 13:30:00.840622,Contact_user,5159,12409
50246,,2024-12-30 13:30:00.872615,Click_annonce,5158,12409
50247,scooter 125,2024-12-30 13:30:00.904353,Search,5123,12410
50248,,2024-12-30 13:30:00.934943,Contact_user,5305,12410
50249,,2024-12-30 13:30:00.974293,Click_annonce,6151,12410
50250,,2024-12-30 13:30:01.005812,Contact_user,5130,12410
50251,,2024-12-30 13:30:01.041425,Contact_user,5088,12410
50252,,2024-12-30 13:30:01.073013,Contact_user,5268,12410
50253,van aménagé,2024-12-30 13:30:01.104388,Search,6092,12410
50254,,2024-12-30 13:30:01.136312,Click_annonce,5627,12410
50255,,2024-12-30 13:30:01.172775,Click_annonce,5916,12410
50256,,2024-12-30 13:30:01.213816,Click_annonce,6186,12410
50257,,2024-12-30 13:30:01.245238,Contact_user,6316,12410
50258,,2024-12-30 13:30:01.276484,Contact_user,5199,12410
50259,,2024-12-30 13:30:01.307507,Click_annonce,5982,12410
50260,,2024-12-30 13:30:01.338809,Click_annonce,6202,12410
50261,utilitaire,2024-12-30 13:30:01.36975,Search,5221,12410
50262,4x4 essence,2024-12-30 13:30:01.402619,Search,5892,12410
50263,,2024-12-30 13:30:01.433729,Contact_user,5683,12410
50264,,2024-12-30 13:30:01.465342,Click_annonce,4892,12411
50265,,2024-12-30 13:30:01.49741,Click_annonce,4934,12411
50266,,2024-12-30 13:30:01.531073,Contact_user,6076,12411
50267,voiture occasion,2024-12-30 13:30:01.562241,Search,5614,12411
50268,,2024-12-30 13:30:01.594618,Click_annonce,5526,12411
50269,,2024-12-30 13:30:01.627131,Click_annonce,5735,12411
50270,voiture collection,2024-12-30 13:30:01.658616,Search,6202,12411
50271,,2024-12-30 13:30:01.690037,Click_annonce,5791,12411
50272,,2024-12-30 13:30:01.722029,Contact_user,4895,12411
50273,,2024-12-30 13:30:01.754938,Click_annonce,5611,12411
50274,,2024-12-30 13:30:01.786578,Contact_user,6008,12411
50275,citadine hybride,2024-12-30 13:30:01.818305,Search,6096,12411
50276,,2024-12-30 13:30:01.850075,Contact_user,6038,12411
50277,,2024-12-30 13:30:01.881928,Click_annonce,5543,12411
50278,moto custom,2024-12-30 13:30:01.917501,Search,6336,12412
50279,break familial,2024-12-30 13:30:01.957169,Search,5072,12412
50280,,2024-12-30 13:30:02.022122,Click_annonce,5961,12412
50281,,2024-12-30 13:30:02.061136,Contact_user,5638,12412
50282,,2024-12-30 13:30:02.103254,Click_annonce,5524,12412
50283,utilitaire,2024-12-30 13:30:02.139092,Search,5759,12412
50284,,2024-12-30 13:30:02.172665,Click_annonce,5252,12412
50285,,2024-12-30 13:30:02.204197,Click_annonce,4865,12412
50286,,2024-12-30 13:30:02.235341,Click_annonce,5868,12412
50287,berline luxe,2024-12-30 13:30:02.26724,Search,5149,12412
50288,voiture collection,2024-12-30 13:30:02.298985,Search,5631,12412
50289,,2024-12-30 13:30:02.330702,Contact_user,5122,12412
50290,,2024-12-30 13:30:02.36206,Contact_user,6203,12412
50291,,2024-12-30 13:30:02.393451,Contact_user,4961,12412
50292,quad,2024-12-30 13:30:02.42476,Search,5501,12412
50293,,2024-12-30 13:30:02.455806,Click_annonce,5235,12412
50294,,2024-12-30 13:30:02.487359,Contact_user,6014,12412
50295,,2024-12-30 13:30:02.51869,Contact_user,5437,12412
50296,,2024-12-30 13:30:02.550779,Contact_user,5997,12412
50297,,2024-12-30 13:30:02.582531,Contact_user,6070,12412
50298,,2024-12-30 13:30:02.614248,Contact_user,5897,12413
50299,,2024-12-30 13:30:02.64588,Click_annonce,6247,12413
50300,moto sportive,2024-12-30 13:30:02.677921,Search,5125,12413
50301,,2024-12-30 13:30:02.712047,Click_annonce,5092,12413
50302,,2024-12-30 13:30:02.744033,Click_annonce,5825,12413
50303,,2024-12-30 13:30:02.776063,Contact_user,5427,12413
50304,,2024-12-30 13:30:02.807959,Contact_user,6192,12413
50305,,2024-12-30 13:30:02.839215,Contact_user,5391,12413
50306,,2024-12-30 13:30:02.870409,Contact_user,5852,12413
50307,,2024-12-30 13:30:02.901939,Click_annonce,5855,12413
50308,,2024-12-30 13:30:02.933454,Click_annonce,4935,12413
50309,van aménagé,2024-12-30 13:30:02.964586,Search,5795,12413
50310,,2024-12-30 13:30:02.996182,Click_annonce,5951,12413
50311,citadine électrique,2024-12-30 13:30:03.027647,Search,5874,12413
50312,,2024-12-30 13:30:03.058867,Contact_user,4949,12413
50313,véhicule société,2024-12-30 13:30:03.090329,Search,5709,12413
50314,SUV familial,2024-12-30 13:30:03.12207,Search,5652,12413
50315,berline luxe,2024-12-30 13:30:03.153347,Search,5922,12414
50316,fourgon aménagé,2024-12-30 13:30:03.185615,Search,5871,12414
50317,,2024-12-30 13:30:03.217059,Click_annonce,4913,12414
50318,voiture faible kilométrage,2024-12-30 13:30:03.248754,Search,5099,12415
50319,citadine hybride,2024-12-30 13:30:03.280118,Search,5513,12415
50320,,2024-12-30 13:30:03.311903,Contact_user,5347,12415
50321,,2024-12-30 13:30:03.347079,Click_annonce,5736,12415
50322,moto trail,2024-12-30 13:30:03.378498,Search,5887,12415
50323,,2024-12-30 13:30:03.410156,Contact_user,4890,12415
50324,coupé sport,2024-12-30 13:30:03.441642,Search,5691,12415
50325,,2024-12-30 13:30:03.475953,Click_annonce,6135,12415
50326,,2024-12-30 13:30:03.518772,Contact_user,6180,12417
50327,4x4 diesel,2024-12-30 13:30:03.550681,Search,4957,12417
50328,,2024-12-30 13:30:03.582327,Click_annonce,5209,12417
50329,camping car,2024-12-30 13:30:03.614034,Search,5138,12417
50330,,2024-12-30 13:30:03.677944,Click_annonce,6068,12418
50331,,2024-12-30 13:30:03.711283,Contact_user,5488,12418
50332,,2024-12-30 13:30:03.742944,Contact_user,5288,12418
50333,,2024-12-30 13:30:03.77448,Click_annonce,5501,12418
50334,,2024-12-30 13:30:03.806255,Click_annonce,6167,12418
50335,,2024-12-30 13:30:03.837848,Contact_user,5702,12418
50336,,2024-12-30 13:30:03.870027,Click_annonce,5560,12418
50337,voiture propre,2024-12-30 13:30:03.901382,Search,5727,12418
50338,,2024-12-30 13:30:03.933024,Click_annonce,6267,12418
50339,,2024-12-30 13:30:03.964496,Click_annonce,5919,12418
50340,break diesel,2024-12-30 13:30:03.996241,Search,5776,12418
50341,,2024-12-30 13:30:04.028138,Click_annonce,5352,12418
50342,moto trail,2024-12-30 13:30:04.059373,Search,5131,12419
50343,,2024-12-30 13:30:04.09016,Click_annonce,5905,12419
50344,,2024-12-30 13:30:04.122037,Click_annonce,5428,12419
50345,,2024-12-30 13:30:04.153815,Click_annonce,5352,12419
50346,,2024-12-30 13:30:04.184875,Click_annonce,5630,12419
50347,4x4 diesel,2024-12-30 13:30:04.216313,Search,5458,12419
50348,,2024-12-30 13:30:04.247908,Contact_user,5523,12419
50349,,2024-12-30 13:30:04.280841,Contact_user,6299,12419
50350,,2024-12-30 13:30:04.312329,Click_annonce,5783,12419
50351,citadine essence,2024-12-30 13:30:04.343549,Search,5208,12419
50352,berline familiale,2024-12-30 13:30:04.375117,Search,5451,12420
50353,,2024-12-30 13:30:04.407939,Click_annonce,5821,12420
50354,fourgon aménagé,2024-12-30 13:30:04.43984,Search,5112,12420
50355,,2024-12-30 13:30:04.471519,Click_annonce,5629,12420
50356,,2024-12-30 13:30:04.503046,Contact_user,5479,12421
50357,,2024-12-30 13:30:04.534707,Click_annonce,6233,12421
50358,,2024-12-30 13:30:04.56647,Contact_user,5141,12421
50359,scooter électrique,2024-12-30 13:30:04.598104,Search,4994,12421
50360,moto permis A2,2024-12-30 13:30:04.62986,Search,5285,12421
50361,utilitaire,2024-12-30 13:30:04.661854,Search,5176,12421
50362,,2024-12-30 13:30:04.69347,Click_annonce,5713,12421
50363,voiture faible kilométrage,2024-12-30 13:30:04.725327,Search,5513,12421
50364,,2024-12-30 13:30:04.757022,Click_annonce,5649,12421
50365,coupé sport,2024-12-30 13:30:04.7884,Search,5989,12421
50366,,2024-12-30 13:30:04.820047,Click_annonce,5081,12421
50367,voiture neuve,2024-12-30 13:30:04.851495,Search,5614,12421
50368,,2024-12-30 13:30:04.882862,Contact_user,5913,12421
50369,véhicule société,2024-12-30 13:30:04.914351,Search,4887,12421
50370,moto petit budget,2024-12-30 13:30:04.946644,Search,6135,12421
50371,,2024-12-30 13:30:04.978123,Click_annonce,5068,12421
50372,,2024-12-30 13:30:05.009886,Contact_user,5041,12421
50373,,2024-12-30 13:30:05.042176,Click_annonce,5171,12422
50374,,2024-12-30 13:30:05.073821,Contact_user,5361,12422
50375,4x4 hybride,2024-12-30 13:30:05.104922,Search,5198,12422
50376,véhicule société,2024-12-30 13:30:05.136465,Search,5015,12422
50377,,2024-12-30 13:30:05.168104,Contact_user,4873,12422
50378,,2024-12-30 13:30:05.199493,Contact_user,5077,12422
50379,,2024-12-30 13:30:05.230849,Click_annonce,5095,12422
50380,,2024-12-30 13:30:05.294367,Click_annonce,5777,12422
50381,,2024-12-30 13:30:05.326361,Click_annonce,5206,12422
50382,,2024-12-30 13:30:05.358873,Click_annonce,5858,12422
50383,voiture collection,2024-12-30 13:30:05.391836,Search,5620,12422
50384,moto permis A2,2024-12-30 13:30:05.42341,Search,5360,12422
50385,,2024-12-30 13:30:05.454837,Click_annonce,5061,12422
50386,,2024-12-30 13:30:05.48686,Click_annonce,5125,12422
50387,,2024-12-30 13:30:05.520701,Contact_user,5235,12422
50388,,2024-12-30 13:30:05.551909,Contact_user,6160,12422
50389,citadine hybride,2024-12-30 13:30:05.583856,Search,5217,12422
50390,,2024-12-30 13:30:05.615934,Click_annonce,4869,12422
50391,,2024-12-30 13:30:05.647229,Click_annonce,5980,12423
50392,,2024-12-30 13:30:05.678722,Contact_user,5900,12423
50393,cabriolet,2024-12-30 13:30:05.711528,Search,5389,12423
50394,,2024-12-30 13:30:05.750297,Contact_user,5763,12423
50395,,2024-12-30 13:30:05.782519,Click_annonce,6292,12423
50396,utilitaire grand volume,2024-12-30 13:30:05.813424,Search,6282,12423
50397,,2024-12-30 13:30:05.845464,Contact_user,5041,12423
50398,voiture garantie,2024-12-30 13:30:05.877095,Search,6230,12423
50399,,2024-12-30 13:30:05.908694,Click_annonce,6099,12423
50400,,2024-12-30 13:30:05.940247,Click_annonce,6011,12424
50401,,2024-12-30 13:30:05.972312,Contact_user,5261,12424
50402,moto routière,2024-12-30 13:30:06.003836,Search,5288,12424
50403,,2024-12-30 13:30:06.035721,Click_annonce,5623,12424
50404,voiture collection,2024-12-30 13:30:06.067518,Search,5315,12424
50405,,2024-12-30 13:30:06.098809,Contact_user,4922,12424
50406,,2024-12-30 13:30:06.139674,Click_annonce,6256,12424
50407,,2024-12-30 13:30:06.171725,Contact_user,5599,12424
50408,véhicule société,2024-12-30 13:30:06.203158,Search,5882,12424
50409,,2024-12-30 13:30:06.234542,Contact_user,5753,12424
50410,,2024-12-30 13:30:06.265973,Contact_user,5502,12424
50411,,2024-12-30 13:30:06.297667,Contact_user,5586,12424
50412,voiture propre,2024-12-30 13:30:06.329193,Search,5254,12424
50413,,2024-12-30 13:30:06.360667,Contact_user,5484,12424
50414,citadine électrique,2024-12-30 13:30:06.391612,Search,5067,12425
50415,break familial,2024-12-30 13:30:06.422773,Search,5364,12425
50416,berline familiale,2024-12-30 13:30:06.454584,Search,5414,12425
50417,,2024-12-30 13:30:06.48596,Contact_user,5493,12425
50418,,2024-12-30 13:30:06.517191,Click_annonce,6084,12425
50419,,2024-12-30 13:30:06.549035,Click_annonce,5245,12425
50420,,2024-12-30 13:30:06.580675,Contact_user,5190,12425
50421,4x4 électrique,2024-12-30 13:30:06.612322,Search,5747,12425
50422,,2024-12-30 13:30:06.71282,Contact_user,5839,12425
50423,,2024-12-30 13:30:06.756711,Click_annonce,6149,12425
50424,utilitaire grand volume,2024-12-30 13:30:06.789166,Search,6284,12425
50425,,2024-12-30 13:30:06.821121,Click_annonce,5458,12425
50426,,2024-12-30 13:30:06.852932,Contact_user,5303,12425
50427,,2024-12-30 13:30:06.885458,Click_annonce,5544,12425
50428,,2024-12-30 13:30:06.922088,Contact_user,5214,12425
50429,,2024-12-30 13:30:06.953955,Contact_user,6290,12425
50430,,2024-12-30 13:30:07.019539,Contact_user,6051,12425
50431,,2024-12-30 13:30:07.051434,Click_annonce,5622,12425
50432,voiture propre,2024-12-30 13:30:07.084203,Search,6068,12426
50433,,2024-12-30 13:30:07.11668,Click_annonce,5858,12426
50434,4x4 essence,2024-12-30 13:30:07.148009,Search,6029,12426
50435,,2024-12-30 13:30:07.179591,Click_annonce,4989,12426
50436,,2024-12-30 13:30:07.211322,Contact_user,6056,12426
50437,,2024-12-30 13:30:07.242946,Contact_user,5217,12426
50438,,2024-12-30 13:30:07.274675,Contact_user,5649,12426
50439,,2024-12-30 13:30:07.319706,Click_annonce,6134,12426
50440,,2024-12-30 13:30:07.351636,Contact_user,5953,12426
50441,,2024-12-30 13:30:07.383392,Contact_user,5763,12426
50442,,2024-12-30 13:30:07.414923,Contact_user,5721,12427
50443,,2024-12-30 13:30:07.446754,Contact_user,5850,12427
50444,,2024-12-30 13:30:07.478162,Click_annonce,5815,12427
50445,,2024-12-30 13:30:07.509828,Click_annonce,5990,12427
50446,camping car,2024-12-30 13:30:07.540897,Search,6005,12427
50447,voiture boite auto,2024-12-30 13:30:07.572587,Search,6126,12428
50448,,2024-12-30 13:30:07.604316,Click_annonce,6214,12428
50449,,2024-12-30 13:30:07.635568,Contact_user,6061,12428
